parcel_id,zoning,lot_sqft
10482030210,1010,0
10482030220,1010,0
10482030230,1010,0
10482090360,1010,0
10482100010,1010,0
10482100030,5000,4359
10483030015,1185,39857
10483030021,1010,0
10483030130,1110,0
10483030131,1110,0
10483030132,1110,0
10483030133,1110,0
10483030134,1110,0
10483030135,1110,0
10483030141,1010,0
10483030145,1110,0
10483040052,1110,0
10483040060,1122,0
10483040070,1120,0
10483040080,1110,0
10483040090,1110,0
10483040105,1110,0
10483040125,1110,0
10483040140,1110,0
10483040150,1110,0
10483040160,1110,0
10483040170,1110,0
10483040180,1110,0
10483040190,1120,0
10484000276,1010,0
10484000277,1120,0
10484000285,1110,0
10484000297,1010,721
10484000305,1110,0
10484000310,1110,0
10484000320,1110,0
10484000330,1110,0
10484000600,1110,0
10484000610,1110,0
10484000620,1111,0
10484000630,1111,0
10484000640,1111,0
10486000005,3000,2265
10486000015,3000,871
10486000020,6700,2875
10486000021,6700,1742
10486000025,3000,93349
10486000040,5000,11848
10486000045,3000,10803
10486000050,5000,7492
10489000010,6700,0
10490000010,5000,0
10491000010,5000,0
10492000010,5000,0
10495000010,7600,0
10509000060,5000,10356
10509008031,5000,0
10510000010,5000,5756
10511000010,5000,0
10511000020,5000,6665
10511000030,1185,0
10511000040,5000,14887
10511000050,5000,0
10511000060,6119,0
10511000070,5996,7089
10512000016,5000,35543
10512000045,5000,20029
10512000060,5000,0
10521000010,5000,15750
10521000020,5000,6300
10521000030,5000,4884
10521000050,6300,8714
10521000060,6260,16843
10521008100,1115,0
10522030020,1185,0
10522038017,1115,0
10522038060,1115,0
10522040040,5000,8020
10522048302,1115,0
10523000010,5000,12038
10523000021,1185,0
10523008050,1115,0
10531000025,3000,16628
10531000050,3000,7000
10531008061,5000,0
10532000010,5000,0
10533000010,5000,27216
10534000010,7600,0
10534000015,7600,0
10534000020,6700,0
10535000010,5000,17040
10535000020,6700,2130
10535000030,6700,2130
10536000010,5000,20473
10552000014,5000,9148
10552000015,5000,10454
10552000016,5000,6970
10552000017,5000,17424
10552000023,5000,12197
10552000024,5000,12197
10552000026,5000,26964
10552000027,5000,25600
10552000028,5000,8276
10552000029,5000,19200
10552000030,5000,60331
10552000031,5000,9583
10552000032,5000,11761
